nombre,precio,rating,reseñas,link,producto
Hi-Spec Destornillador eléctrico 27pc 3.6V rosa USB pequeño juego de destornilladores eléctricos. Inalámbrico y recargable con juego de puntas de controlador,19.94,4.4,10945,https://www.amazon.com.co/-/es/Destornillador-destornilladores-el%C3%A9ctricos-Inal%C3%A1mbrico-controlador/dp/B013PTOXA0/ref=sr_1_23?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-23,atornillador electrico
"CRAFTSMAN Juego de destornilladores eléctricos de 4 V, 300 RPM, puerto de carga micro USB, indicador de carga de batería de 3 etapas (CMHT66718B20)",39.32,4.4,1444,https://www.amazon.com.co/-/es/CRAFTSMAN-destornilladores-el%C3%A9ctricos-indicador-CMHT66718B20/dp/B08WVKJ42C/ref=sr_1_24?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-24,atornillador electrico
"Destornillador eléctrico inalámbrico, juego de destornilladores eléctricos, juego de destornilladores a batería que incluye 46 puntas, mango giratorio y luces LED, taladro pequeño con estuche de",22.99,4.4,130,https://www.amazon.com.co/-/es/Destornillador-el%C3%A9ctrico-inal%C3%A1mbrico-destornilladores-el%C3%A9ctricos/dp/B0DFT7SVR8/ref=sr_1_25?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-25,atornillador electrico
"Juego de mini destornilladores eléctricos 140 en 1: destornillador eléctrico pequeño inalámbrico UnaMela - 120 puntas de precisión, 5 ajustes de torsión, luz LED, destornillador de potencia magnética,",36.99,4.4,325,https://www.amazon.com.co/-/es/Juego-mini-destornilladores-el%C3%A9ctricos-destornillador/dp/B0D2HV4GZ2/ref=sr_1_26?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-26,atornillador electrico
"Mini destornillador eléctrico de 3.7 V, juego de destornilladores inalámbricos, destornillador eléctrico de precisión 72 en 1 puntas magnéticas, kit de herramientas de reparación portátil recargable",35.99,4.5,244,https://www.amazon.com.co/-/es/destornillador-destornilladores-inal%C3%A1mbricos-magn%C3%A9ticas-herramientas/dp/B0D4QSB3KP/ref=sr_1_27?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-27,atornillador electrico
"Juego de mini destornilladores eléctricos recargables, destornillador de precisión 66 en 1 con pantalla LCD, par de 3 niveles, estante giratorio, puntas magnéticas y luz LED para reparación de",42.74,4.8,34,https://www.amazon.com.co/-/es/destornilladores-el%C3%A9ctricos-recargables-destornillador-66/dp/B0DXF4K35X/ref=sr_1_28?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-28,atornillador electrico
"Fanttik S2 Pro - Destornillador eléctrico de 3.7 V, juego de destornilladores inalámbricos, 7 ajustes de torsión, 0.5 a 6N.m, 20 puntas magnéticas, vástago hexagonal de 1/4 pulgadas, con adaptador de",89.99,4.8,20,https://www.amazon.com.co/-/es/Fanttik-S2-Pro-Destornillador-destornilladores/dp/B0F3X74WT9/ref=sr_1_29?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-29,atornillador electrico
"Mini juego de destornilladores eléctricos, destornillador eléctrico pequeño de precisión con 5 niveles de par, máximo 0.75 N.m, batería de 500 mAh, kit de destornilladores eléctricos inalámbricos 50",29.99,4.7,113,https://www.amazon.com.co/-/es/destornilladores-el%C3%A9ctricos-destornillador-el%C3%A9ctrico-inal%C3%A1mbricos/dp/B0DSJ51582/ref=sr_1_30?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-30,atornillador electrico
"Fanttik E1 Pro - Mini destornillador eléctrico de 3.7 V, juego de destornilladores de precisión con 24 puntas magnéticas, máx. 3 N.m, almacenamiento magnético, hexagonal de 5/32 pulgadas, juego de",39.97,4.4,2146,https://www.amazon.com.co/-/es/Fanttik-E1-Pro-destornillador-destornilladores/dp/B097BJ8WP7/ref=sr_1_31?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-31,atornillador electrico
"AMIR Destornillador eléctrico inalámbrico, juego de destornilladores eléctricos recargables, kit de herramientas de reparación automática portátil para el hogar con luces LED y cable USB",19.43,4.4,1401,https://www.amazon.com.co/-/es/Destornillador-inal%C3%A1mbrico-destornilladores-recargables-herramientas/dp/B0B1Q55MDQ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-32,atornillador electrico
"Juego de destornilladores inalámbricos rosa con batería recargable y cargador, mango giratorio, luz LED, 47 accesorios de taladro/destornillador, destornillador eléctrico ligero y portátil para mujer",18.99,4.3,549,https://www.amazon.com.co/-/es/destornilladores-inal%C3%A1mbricos-recargable-47-destornillador/dp/B0BZQCGZJC/ref=sr_1_33?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-33,atornillador electrico
Empuñadura de bola eléctrica para buques,46.2,4.4,2679,https://www.amazon.com.co/-/es/Destornillador-el%C3%A9ctrico-empu%C3%B1adura-conmutaci%C3%B3n-220USB-P1/dp/B09V218NSD/ref=sr_1_34?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-34,atornillador electrico
"SHARDEN Mini destornillador eléctrico, kit de destornillador eléctrico pequeño 29 en 1 con 24 puntas magnéticas, herramienta de reparación inalámbrica de precisión para teléfono, cámara, computadora",19.99,4.4,447,https://www.amazon.com.co/-/es/destornillador-magn%C3%A9ticas-herramienta-inal%C3%A1mbrica-computadora/dp/B0CY1ZGVL6/ref=sr_1_35?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-35,atornillador electrico
Milwaukee 2101-22 M4TM juego de llaves hexagonales de 1/4 de pulgada,149.0,4.6,548,https://www.amazon.com.co/-/es/Milwaukee-2101-22-llaves-hexagonales-pulgada/dp/B00BYFN9FI/ref=sr_1_36?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-36,atornillador electrico
"NEU MASTER Destornillador inalámbrico, destornillador eléctrico de 4 V, destornillador eléctrico recargable con mango giratorio, luz LED delantera y trasera, 32 puntas, ajuste de par 6+1",26.99,4.4,939,https://www.amazon.com.co/-/es/Destornillador-inal%C3%A1mbrico-destornillador-el%C3%A9ctrico-recargable/dp/B0B8Y8M5PF/ref=sr_1_37?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-37,atornillador electrico
Black+decker BDCSFL20C Destornillador inalámbrico de iones de litio de 4V Max,30.99,4.6,14584,https://www.amazon.com.co/-/es/Black-decker-BDCSFL20C-Destornillador-inal%C3%A1mbrico/dp/B0753F9HK9/ref=sr_1_38?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-38,atornillador electrico
"ENERTWIST Destornillador inalámbrico, destornillador eléctrico de 8 V máx. 10 Nm, juego recargable con 82 accesorios y cargador en estuche de transporte, 21+1 Cluth, mango de doble posición, luz LED, ET-CS-8",40.99,4.3,6861,https://www.amazon.com.co/-/es/Destornillador-inal%C3%A1mbrico-destornillador-recargable-accesorios/dp/B0812ZHY5N/ref=sr_1_39?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-39,atornillador electrico
"Metabo HPT Juego de destornilladores inalámbricos, 3.6 V, juego de destornilladores de precisión con funda, 2 baterías de iones de litio, cargador y broca, 21 embragues, destornillador eléctrico con",69.0,4.4,1323,https://www.amazon.com.co/-/es/destornilladores-inal%C3%A1mbricos-precisi%C3%B3n-embragues-destornillador/dp/B07L78Y72J/ref=sr_1_40?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-40,atornillador electrico
"HOTO Kit de destornilladores eléctricos, juego de puntas mejoradas de 25 piezas, destornillador inalámbrico de 3.6 V recargable, tapa magnética, 3 ajustes de par, batería de 1500 mAh, luz LED para",49.99,4.6,1026,https://www.amazon.com.co/-/es/destornilladores-el%C3%A9ctricos-destornillador-inal%C3%A1mbrico-recargable/dp/B0BLMQ8BXB/ref=sr_1_41?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-41,atornillador electrico
"Fanttik Destornillador eléctrico S1 Pro 3.7V, destornillador eléctrico, 14 puntas de acero S2, 3 ajustes de par, máximo 6 N.m, batería de 2000 mAh, luz LED, hexagonal de 1/4 pulgadas, herramienta",79.99,4.7,1105,https://www.amazon.com.co/-/es/Destornillador-S1-Pro-destornillador-herramienta/dp/B0C141QZVL/ref=sr_1_42?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-42,atornillador electrico
WORX Destornillador de litio 4V Kit de accesorios de 30 piezas WX242L,45.05,4.6,2073,https://www.amazon.com.co/-/es/Destornillador-litio-accesorios-piezas-WX242L/dp/B0DV3XNC3C/ref=sr_1_43?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-43,atornillador electrico
"HOTO Juego de destornilladores eléctricos de precisión, juego de brocas magnéticas 25 en 1, juego de herramientas de destornillador recargable, acero S2, kit de herramientas de reparación para electrónica de precisión",29.99,4.3,1006,https://www.amazon.com.co/-/es/destornilladores-el%C3%A9ctricos-herramientas-destornillador-electr%C3%B3nica/dp/B09MR5HFPB/ref=sr_1_44?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-44,atornillador electrico
"Fanttik S1 Capsule - Destornillador inalámbrico de 3.7 V, destornillador eléctrico, máximo 5 N.m, motor de 320 RPM, 5 puntas de doble extremo, diseño compacto, luz LED, hexagonal de 1/4 pulgadas,",59.99,4.5,312,https://www.amazon.com.co/-/es/Fanttik-S1-Capsule-Destornillador-destornillador/dp/B0D228DLMN/ref=sr_1_45?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-45,atornillador electrico
"Fanttik Fold S1 APEX - Destornillador inalámbrico de 3.7 V, eléctrico, interacción con la pantalla, mango giratorio, opciones de RPM altas/bajas, máx. 7 Nm, hexagonal de 1/4 pulgadas, para bricolaje",95.99,4.5,255,https://www.amazon.com.co/-/es/Fanttik-Fold-S1-APEX-Destornillador/dp/B0D476QHKM/ref=sr_1_46?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-46,atornillador electrico
"POPULO Kit de destornillador eléctrico de 4 V, 6 ajustes de torsión, destornillador eléctrico recargable inalámbrico con luz de trabajo LED, 32 puntas de destornillador, 8 enchufes, eje hexagonal",29.97,4.2,4096,https://www.amazon.com.co/-/es/destornillador-el%C3%A9ctrico-recargable-inal%C3%A1mbrico-hexagonal/dp/B08BZ4WY8X/ref=sr_1_47?dib=eyJ2IjoiMSJ9.FF1hEjr_xCh7g7f7x8Ic4SZ2Plf50jP1JHl4M8JLGqwZsJjPpgo6XW807vndb1j3pXU0LRuUAx3rWbVYq_WqIvsxFzQaxmwsWAziGJOd988imhJXSW7XIltR_J5znewVDOqOWe6FFO3CooRKJNvpBunbZE5a5mW3VZyMJkvPdxIM5Z47ho74reU-ZeLcH94gSGybeBnrpvkOJ1ylUvMh5FnYetngL964CtkxDwgsGyT5zATunAxem4hlSe39QY8SmQV0W6n5-pIq67nw0s_mue_ItX1WdEJZu0dhEq3S0Ao.ZokA_dQcinWYsE3wNCT_TJXU-EGXNN5MbNBD-_ayjkw&dib_tag=se&keywords=atornillador+electrico&qid=1748048333&sr=8-47,atornillador electrico
